,cut,clarity,color,price,depth,carat,table,x,y,z
377,Fair,I1,F,2809,64.6,1.2,56,6.73,6.66,4.33
378,Very Good,VS1,F,2810,61.8,0.7,56,5.63,5.7,3.5
379,Very Good,VS1,F,2810,59.9,0.7,60,5.77,5.84,3.48
380,Ideal,SI2,D,2810,61.7,0.74,55,5.81,5.85,3.6
381,Good,VS1,F,2810,62.8,0.7,61,5.57,5.61,3.51
382,Good,SI1,G,2810,62.7,0.8,57,5.84,5.93,3.69
383,Very Good,SI1,F,2811,63.4,0.75,58,5.72,5.76,3.64
384,Very Good,SI1,D,2811,63.5,0.83,54,5.98,5.95,3.79
385,Fair,VS2,J,2811,65.7,1,59,6.14,6.07,4.01
386,Fair,SI2,I,2811,68.1,0.99,56,6.21,6.06,4.18
387,Very Good,VS1,G,2812,63,0.7,60,5.57,5.64,3.53
388,Very Good,VS2,F,2812,59.5,0.7,58,5.75,5.85,3.45
389,Good,SI1,E,2812,63.5,0.7,59,5.49,5.53,3.5
390,Very Good,VS2,F,2812,61.7,0.7,58,5.63,5.69,3.49
391,Premium,SI1,I,554,62.7,0.32,58,4.37,4.34,2.73
392,Premium,SI1,I,554,62.8,0.32,58,4.39,4.34,2.74
393,Ideal,SI1,I,554,62.4,0.32,57,4.37,4.35,2.72
394,Premium,SI1,I,554,61,0.32,59,4.39,4.36,2.67
395,Very Good,SI1,I,554,63.1,0.32,56,4.39,4.36,2.76
396,Ideal,SI1,I,554,60.7,0.32,57,4.47,4.42,2.7
397,Premium,SI1,H,554,60.9,0.3,59,4.31,4.29,2.62
398,Premium,SI1,H,554,60.1,0.3,55,4.41,4.38,2.64
399,Premium,SI1,H,554,62.9,0.3,58,4.28,4.24,2.68
400,Very Good,SI1,H,554,63.3,0.3,56,4.29,4.27,2.71
401,Good,SI1,H,554,63.8,0.3,55,4.26,4.2,2.7
402,Ideal,SI1,H,554,62.9,0.3,57,4.27,4.22,2.67
403,Very Good,SI1,H,554,63.4,0.3,60,4.25,4.23,2.69
404,Good,SI1,I,554,63.9,0.32,55,4.36,4.34,2.78
405,Ideal,SI2,H,554,61.4,0.33,56,4.85,4.79,2.95
406,Very Good,VS1,E,555,61.9,0.29,55,4.28,4.33,2.66
407,Very Good,VS1,E,555,62.4,0.29,55,4.2,4.25,2.63
408,Very Good,SI1,F,555,61.8,0.31,58,4.32,4.35,2.68
409,Ideal,VS2,H,555,61.5,0.34,56,4.47,4.5,2.76
410,Ideal,VS2,H,555,60.4,0.34,57,4.54,4.57,2.75
411,Ideal,VS1,I,555,61.8,0.34,55,4.48,4.52,2.78
412,Ideal,VS1,I,555,62,0.34,56,4.5,4.53,2.8
413,Ideal,VS1,G,555,62.3,0.3,56,4.29,4.31,2.68
414,Ideal,VS1,F,555,61.6,0.29,56,4.26,4.31,2.64
415,Ideal,SI1,G,555,60.6,0.35,56,4.56,4.58,2.77
416,Very Good,I1,E,555,58.4,0.43,62,4.94,5,2.9
417,Very Good,VS2,F,556,61.4,0.32,58,4.37,4.42,2.7
418,Ideal,VS2,I,556,61.9,0.36,56,4.54,4.57,2.82
419,Ideal,VS2,G,556,62,0.3,56,4.28,4.3,2.66
420,Ideal,VS1,E,556,61.5,0.26,57,4.09,4.12,2.52
421,Very Good,VS2,F,2812,62.3,0.7,58,5.64,5.72,3.54
422,Very Good,VS2,F,2812,60.9,0.7,61,5.66,5.71,3.46
423,Ideal,SI1,D,2812,62.4,0.71,57,5.69,5.72,3.56
424,Fair,SI1,J,2812,55,0.99,61,6.72,6.67,3.68
425,Premium,VS2,E,2812,58.6,0.73,60,5.92,5.89,3.46
426,Ideal,VVS1,F,2812,62,0.51,57,5.15,5.11,3.18
427,Premium,SI2,G,2813,59.8,0.91,58,6.3,6.29,3.77
428,Very Good,SI1,E,2813,63.4,0.84,55,6,5.95,3.79
429,Good,VS2,I,2813,64.3,0.91,58,6.09,6.05,3.9
430,Premium,SI1,E,2814,62.2,0.76,59,5.86,5.81,3.63
431,Ideal,SI1,E,2814,61.7,0.76,57,5.88,5.85,3.62
432,Premium,SI1,E,2814,61.1,0.75,59,5.86,5.83,3.57
433,Very Good,VVS1,D,2815,61.5,0.55,56,5.23,5.27,3.23
434,Very Good,SI2,F,2815,58.5,0.76,62,5.93,6.01,3.49
435,Premium,VS1,G,2815,61.7,0.74,58,5.79,5.81,3.58
436,Ideal,SI1,H,2815,60.4,0.7,56,5.75,5.81,3.49
437,Ideal,SI1,H,2815,61.4,0.7,56,5.7,5.76,3.52
438,Ideal,SI1,H,2815,61.5,0.7,55,5.73,5.79,3.54
439,Ideal,SI1,H,2815,61.4,0.7,56,5.72,5.77,3.53
440,Fair,VS2,J,2815,65,0.9,56,6.08,6.04,3.94
441,Fair,SI2,F,2815,56,0.95,60,6.62,6.53,3.68
442,Premium,SI2,H,2815,60.2,0.89,59,6.26,6.23,3.76
443,Premium,VS2,E,2815,58.3,0.72,58,5.99,5.92,3.47
444,Fair,SI2,E,2815,53.1,0.96,63,6.73,6.65,3.55
445,Premium,I1,G,2815,60.3,1.02,58,6.55,6.5,3.94
446,Very Good,VVS2,I,2816,61.4,0.78,56,5.91,5.95,3.64
447,Ideal,VVS2,G,2816,60.1,0.61,57,5.52,5.54,3.32
448,Good,VS1,D,2816,63.4,0.71,55,5.61,5.69,3.58
449,Premium,SI1,F,2816,61.5,0.78,59,5.96,5.88,3.64
450,Ideal,SI2,H,2816,62.7,0.87,56,6.16,6.13,3.85
451,Ideal,SI1,H,2816,62.5,0.83,55,6.04,6,3.76
452,Premium,SI1,E,2817,61.3,0.71,56,5.78,5.73,3.53
453,Ideal,VVS2,I,2817,60.2,0.71,56,5.84,5.89,3.53
454,Ideal,VS2,E,2817,62.7,0.71,57,5.66,5.64,3.54
455,Premium,VS2,E,2817,62.3,0.71,58,5.69,5.65,3.53
456,Ideal,VVS2,F,2817,61.5,0.63,56,5.48,5.52,3.38
457,Premium,SI1,E,2817,59.2,0.71,59,5.86,5.83,3.46
458,Premium,SI1,E,2817,61.8,0.71,59,5.75,5.7,3.54
459,Ideal,SI1,E,2817,61.3,0.71,55,5.77,5.72,3.52
460,Premium,SI1,E,2817,61.4,0.71,58,5.77,5.73,3.53
461,Ideal,VS2,J,2817,62.8,0.9,55,6.2,6.16,3.88
462,Good,SI1,E,2817,62.8,0.71,64,5.6,5.54,3.5
463,Premium,VS2,E,2818,62.4,0.7,61,5.66,5.63,3.52
464,Premium,VS2,E,2818,59.3,0.7,60,5.78,5.73,3.41
465,Premium,VS2,E,2818,63,0.7,60,5.64,5.6,3.54
466,Premium,I1,H,2818,61.3,1,60,6.43,6.39,3.93
467,Premium,SI2,F,2818,59.3,0.86,62,6.36,6.22,3.73
468,Ideal,SI1,H,2818,61,0.8,57,6.07,6,3.68
469,Ideal,VS1,E,2818,62.9,0.7,57,5.66,5.61,3.54
470,Premium,VS1,E,2818,59.6,0.7,57,5.91,5.83,3.5
471,Premium,VS2,F,2818,61.8,0.7,60,5.69,5.64,3.5
472,Premium,VS1,E,2818,62.7,0.7,57,5.68,5.64,3.55
473,Fair,SI2,H,2818,65.3,1,62,6.34,6.12,4.08
474,Very Good,VS1,G,2819,63.8,0.72,58,5.64,5.68,3.61
475,Ideal,VS1,H,2819,62.3,0.72,56,5.73,5.77,3.58
476,Good,VS1,F,2819,59.7,0.7,63,5.76,5.79,3.45
477,Good,SI2,F,2819,64.3,0.86,60,5.97,5.95,3.83
478,Ideal,VS1,G,2820,62.9,0.71,58,5.66,5.69,3.57
479,Ideal,SI1,E,2821,62,0.75,57,5.8,5.78,3.59
480,Premium,VS2,E,2821,61.6,0.73,59,5.77,5.73,3.54
481,Ideal,VVS1,E,2821,61.9,0.53,55,5.2,5.21,3.22
482,Premium,SI1,E,2821,61.3,0.73,58,5.83,5.76,3.55
483,Good,SI1,E,2821,63.6,0.73,57,5.72,5.7,3.63
484,Premium,SI1,E,2821,59.6,0.73,61,5.92,5.85,3.51
485,Premium,SI1,E,2821,62.2,0.73,59,5.77,5.68,3.56
486,Premium,SI1,D,2821,61.7,0.73,55,5.84,5.82,3.6
487,Very Good,SI1,E,2821,63.2,0.73,58,5.76,5.7,3.62
488,Premium,VS1,E,2822,60.8,0.7,60,5.74,5.71,3.48
489,Premium,VS2,E,2822,60.3,0.72,59,5.84,5.8,3.51
490,Premium,VS2,E,2822,60.9,0.72,60,5.8,5.76,3.52
491,Premium,VS2,E,2822,62.4,0.72,59,5.77,5.7,3.58
492,Premium,VS2,E,2822,60.2,0.7,60,5.73,5.7,3.44
493,Ideal,VVS2,F,2822,62,0.6,55,5.37,5.4,3.34
494,Ideal,VVS1,I,2822,60.8,0.74,57,5.85,5.89,3.57
495,Ideal,SI1,F,2822,62.1,0.73,55,5.75,5.78,3.58
496,Premium,SI1,D,2822,62.7,0.71,60,5.71,5.67,3.57
497,Premium,SI1,D,2822,61.3,0.71,58,5.75,5.73,3.52
498,Premium,SI1,D,2822,60.2,0.7,60,5.82,5.75,3.48
499,Ideal,SI1,D,2822,60.7,0.7,56,5.75,5.72,3.48
500,Good,VS2,J,2822,64,0.9,61,6.04,6.03,3.86
501,Ideal,SI1,D,2822,60.2,0.71,56,5.86,5.83,3.52
502,Premium,VS2,E,2822,61.5,0.7,59,5.73,5.68,3.51
503,Premium,VS2,E,2822,62.6,0.7,56,5.71,5.66,3.56
504,Ideal,SI1,D,2822,59.7,0.7,58,5.82,5.77,3.46
505,Good,SI1,E,2822,61.4,0.7,64,5.71,5.66,3.49
506,Ideal,SI1,D,2822,62.5,0.7,57,5.62,5.59,3.51
507,Ideal,SI1,D,2822,61.8,0.7,56,5.73,5.63,3.51
508,Premium,VS2,E,2822,60.7,0.7,62,5.72,5.68,3.46
509,Premium,VS2,F,2822,60.6,0.7,58,5.8,5.72,3.49
510,Ideal,SI1,D,2822,61.4,0.7,54,5.75,5.71,3.52
511,Very Good,SI2,D,2823,62.8,0.79,59,5.86,5.9,3.69
512,Good,SI1,I,2823,63.8,0.9,57,6.06,6.13,3.89
513,Premium,VS2,E,2823,62.3,0.71,58,5.71,5.66,3.54
514,Ideal,VVS2,E,2823,61.3,0.61,54,5.51,5.59,3.4
515,Fair,SI2,H,2823,65.8,0.9,54,6.05,5.98,3.96
516,Ideal,SI1,E,2823,60.5,0.71,56,5.77,5.73,3.47
517,Premium,VS2,D,2824,61.2,0.71,59,5.74,5.69,3.5
518,Ideal,VVS2,I,2824,62.1,0.77,57,5.84,5.86,3.63
519,Good,VS1,E,2824,63.1,0.74,58,5.73,5.75,3.62
520,Ideal,SI2,F,2824,62.4,0.82,54,6.02,5.97,3.74
521,Premium,SI2,E,2824,60.8,0.82,60,6.05,6.03,3.67
522,Premium,VS1,G,2825,62.2,0.71,59,5.73,5.66,3.54
523,Premium,SI1,H,2825,60,0.83,59,6.08,6.05,3.64
524,Very Good,VS1,G,2825,62,0.73,57,5.75,5.8,3.58
525,Premium,SI1,H,2825,62.5,0.83,59,6.02,5.95,3.74
526,Premium,I1,J,2825,60.2,1.17,61,6.9,6.83,4.13
527,Fair,SI2,H,2825,61.3,0.91,67,6.24,6.19,3.81
528,Premium,VS1,E,2826,62.6,0.73,60,5.75,5.68,3.58
529,Good,VS1,E,2826,57.2,0.7,59,5.94,5.88,3.38
530,Premium,SI2,I,2826,62.2,0.9,59,6.11,6.07,3.79
531,Premium,VS1,E,2826,62.2,0.7,58,5.66,5.6,3.5
532,Very Good,VS2,D,2826,63.3,0.7,56,5.6,5.58,3.54
533,Premium,VS1,E,2826,59.4,0.7,61,5.78,5.74,3.42
534,Very Good,SI2,I,2826,63.5,0.9,56,6.17,6.07,3.88
535,Premium,SI1,F,2826,60.8,0.78,60,5.97,5.94,3.62
536,Ideal,I1,F,2826,60.7,0.96,55,6.41,6.37,3.88
537,Very Good,SI1,D,2827,62.3,0.7,59,5.67,5.7,3.54
538,Good,VS2,D,2827,64,0.72,54,5.68,5.7,3.64
539,Premium,VVS2,H,2827,62.6,0.79,58,5.96,5.9,3.71
540,Ideal,VVS1,H,2827,61.6,0.7,57,5.69,5.74,3.52
541,Ideal,VVS1,H,2827,62.3,0.7,55,5.66,5.7,3.54
542,Ideal,SI2,D,2828,60.6,0.7,57,5.74,5.77,3.49
543,Premium,SI2,H,2828,61.6,1.01,61,6.39,6.31,3.91
544,Premium,VS1,F,2829,62.2,0.72,58,5.75,5.7,3.56
545,Good,SI2,E,2829,63.7,0.8,54,5.91,5.87,3.75
546,Ideal,VVS1,E,2829,62,0.59,56,5.36,5.38,3.33
547,Ideal,VS1,F,2829,61.7,0.72,57,5.77,5.74,3.55
548,Premium,SI2,E,2829,61.9,0.75,57,5.88,5.82,3.62
549,Premium,SI2,E,2829,60.2,0.8,57,6.05,6.01,3.63
550,Very Good,VS2,E,2830,62.7,0.71,59,5.65,5.7,3.56
551,Very Good,SI1,H,2830,61.7,0.77,56,5.84,5.89,3.62
552,Ideal,I1,F,2830,60.7,0.97,56,6.41,6.43,3.9
553,Ideal,VVS1,F,2830,60.9,0.53,57,5.23,5.29,3.19
554,Ideal,VVS1,F,2830,61.8,0.53,57,5.16,5.19,3.2
555,Ideal,VS2,I,2830,62.1,0.8,54.4,5.94,5.99,3.7
556,Premium,SI1,G,2830,60.6,0.9,62,6.21,6.13,3.74
557,Very Good,SI2,E,2831,60.8,0.76,60,5.89,5.98,3.61
558,Ideal,SI1,E,2831,62.3,0.72,57,5.7,5.76,3.57
559,Ideal,SI1,E,2831,61.4,0.75,57,5.82,5.87,3.59
560,Premium,SI1,E,2831,62.1,0.72,58,5.73,5.76,3.57
561,Ideal,SI1,G,2831,61.8,0.79,56,5.93,5.91,3.66
562,Very Good,VS2,F,2832,62.5,0.72,58,5.71,5.75,3.58
563,Very Good,SI2,I,2832,62.8,0.91,61,6.15,6.18,3.87
564,Premium,VVS2,G,2832,62.1,0.71,57,5.75,5.65,3.54
565,Premium,SI1,G,2832,63,0.81,60,5.87,5.81,3.68
566,Ideal,SI1,H,2832,62.5,0.82,57,5.91,5.97,3.71
567,Premium,VS1,F,2832,62.2,0.71,58,5.72,5.66,3.54
568,Good,SI1,J,2832,64.3,0.9,63,6.05,6.01,3.88
569,Very Good,VS2,I,2833,62,0.8,58,5.86,5.95,3.66
570,Very Good,IF,E,2833,61,0.56,59,5.28,5.34,3.24
571,Very Good,VS2,D,2833,59.6,0.7,61,5.77,5.8,3.45
572,Ideal,VS2,D,2833,61,0.7,57,5.74,5.76,3.51
573,Ideal,VVS2,F,2833,61.7,0.61,55,5.45,5.48,3.37
574,Ideal,SI2,H,2833,62.5,0.85,57,6.02,6.07,3.78
575,Ideal,SI1,F,2833,60.7,0.7,57,5.73,5.75,3.49
576,Ideal,VS2,G,2834,62.2,0.8,56,5.94,5.87,3.67
577,Ideal,VS2,H,2834,62.8,0.8,57,5.91,5.87,3.7
578,Very Good,VVS1,D,2834,59.9,0.51,58,5.16,5.19,3.1
579,Ideal,VVS1,F,2834,61.4,0.53,57,5.2,5.23,3.2
580,Ideal,VS2,I,2834,61.8,0.78,55,5.92,5.95,3.67
581,Very Good,SI1,J,2834,63.4,0.9,54,6.17,6.14,3.9
582,Fair,SI2,G,2834,65.3,0.9,59,6.07,6,3.94
583,Ideal,SI2,E,2834,60.7,0.77,55,6.01,5.95,3.63
584,Ideal,VS1,F,2835,61.2,0.73,56,5.89,5.81,3.58
585,Ideal,VVS2,F,2835,61.9,0.63,57,5.47,5.51,3.4
586,Ideal,VS2,E,2835,61.5,0.7,54,5.7,5.75,3.52
587,Ideal,VS2,E,2835,62.8,0.72,57,5.71,5.73,3.59
588,Ideal,SI1,E,2835,61,0.72,57,5.78,5.8,3.53
589,Premium,VS2,F,2835,59.6,0.75,59,6.04,5.94,3.57
590,Very Good,SI1,H,2836,60.7,0.82,56,6.04,6.06,3.67
591,Good,VS2,E,2836,62.8,0.71,60,5.6,5.65,3.53
592,Premium,VS1,E,2837,62.6,0.7,59,5.69,5.66,3.55
593,Ideal,VS1,E,2837,61.8,0.7,56,5.74,5.69,3.53
594,Ideal,SI1,F,2838,59.8,0.71,53,5.86,5.82,3.49
595,Very Good,SI1,H,2838,60.9,0.76,55,5.92,5.94,3.61
596,Fair,SI1,F,2838,64.9,0.82,58,5.83,5.79,3.77
597,Premium,VS1,F,2838,58.8,0.72,60,5.91,5.89,3.47
598,Premium,VS2,F,2838,62.3,0.7,58,5.72,5.64,3.54
599,Premium,VS2,F,2838,61.7,0.7,58,5.69,5.63,3.49
600,Premium,VS1,G,2838,62.6,0.7,55,5.73,5.64,3.56
601,Premium,VS2,F,2838,59.4,0.7,61,5.83,5.79,3.45
602,Very Good,SI1,E,2838,63.5,0.7,59,5.53,5.49,3.5
603,Premium,VS2,F,2838,60.9,0.7,61,5.71,5.66,3.46
604,Premium,VS2,F,2838,59.5,0.7,58,5.85,5.75,3.45
605,Premium,VS1,G,2838,63,0.7,60,5.64,5.57,3.53
606,Very Good,SI1,E,2839,60,0.74,57,5.85,5.89,3.52
607,Ideal,VS1,F,2839,61.5,0.71,57,5.74,5.71,3.52
608,Ideal,VS1,F,2839,61.6,0.7,54,5.75,5.72,3.53
609,Ideal,VS1,F,2839,62.1,0.71,55,5.82,5.68,3.57
610,Premium,VS1,F,2839,59.1,0.71,61,5.84,5.81,3.44
611,Premium,VS1,F,2839,59,0.71,60,5.82,5.8,3.43
612,Premium,VS1,F,2839,60.5,0.71,58,5.75,5.72,3.47
613,Ideal,VS1,F,2839,62.4,0.7,53,5.73,5.71,3.57
614,Ideal,VS2,G,2839,61.8,0.73,54,5.8,5.82,3.59
615,Ideal,VS2,E,2839,62.1,0.7,54,5.69,5.72,3.54
616,Ideal,VS1,G,2839,61.3,0.7,57,5.71,5.74,3.51
617,Premium,VVS2,G,2839,60.3,0.71,58,5.82,5.78,3.5
618,Premium,VS1,F,2839,59.2,0.71,58,5.87,5.82,3.46
619,Premium,VS2,G,2839,59.3,0.79,62,6.09,6.01,3.59
620,Premium,VS1,F,2839,62.7,0.71,59,5.7,5.62,3.55
621,Very Good,VS1,H,2840,61,0.77,60,5.9,5.87,3.59
622,Very Good,SI2,F,2840,59.8,0.75,56,5.85,5.92,3.52
623,Ideal,SI1,F,2840,61,0.7,56,5.75,5.8,3.52
624,Premium,VS2,F,2840,59.3,0.71,56,5.88,5.82,3.47
625,Ideal,SI2,D,2840,61.9,0.92,56,6.27,6.2,3.86
626,Premium,SI2,F,2840,61.4,0.83,59,6.08,6.04,3.72
627,Premium,VVS1,H,2840,59.2,0.7,60,5.87,5.78,3.45
628,Premium,VS2,F,2841,60.3,0.73,59,5.9,5.87,3.55
629,Very Good,VS1,D,2841,63.4,0.71,55,5.69,5.61,3.58
630,Very Good,SI1,D,2841,63.9,0.73,57,5.66,5.71,3.63
631,Ideal,SI2,F,2841,61.7,0.82,53,6,6.12,3.74
632,Ideal,SI2,F,2841,62.3,0.82,56,5.96,6.02,3.73
633,Very Good,SI2,F,2841,59.7,0.82,57,6.12,6.14,3.66
634,Ideal,VVS1,F,2841,61.2,0.52,56,5.19,5.21,3.18
635,Premium,I1,F,2841,58.9,1,60,6.6,6.55,3.87
636,Fair,SI1,G,2841,66.7,0.95,56,6.16,6.03,4.06
637,Ideal,SI1,D,2841,61.4,0.73,57,5.76,5.8,3.55
638,Premium,VS2,F,2841,59.9,0.73,59,5.87,5.77,3.5
639,Premium,VS1,G,2841,61.4,0.73,58,5.82,5.77,3.56
640,Ideal,VS1,I,2842,62.6,0.8,54,5.92,5.96,3.72
641,Premium,VS2,F,2842,58.7,0.7,61,5.8,5.72,3.38
642,Very Good,VS2,E,2843,60.2,0.7,62,5.71,5.75,3.45
643,Very Good,VS2,E,2843,62.7,0.7,58,5.65,5.67,3.55
644,Very Good,VS2,E,2843,59.4,0.71,58,5.76,5.82,3.44
645,Very Good,SI2,F,2843,63.2,0.81,58,5.91,5.92,3.74
646,Very Good,SI1,D,2843,61.5,0.71,58,5.73,5.79,3.54
647,Ideal,VVS2,G,2843,61.3,0.73,57,5.81,5.84,3.57
648,Very Good,VS1,F,2843,61.8,0.73,59,5.73,5.79,3.56
649,Ideal,VS2,E,2843,62,0.72,57,5.71,5.74,3.55
650,Ideal,SI2,F,2843,62.1,0.81,57,5.91,5.95,3.68
651,Ideal,VVS2,G,2843,60.7,0.71,57,5.81,5.78,3.52
652,Very Good,SI1,E,2844,57.7,0.73,61,5.92,5.96,3.43
653,Very Good,VS1,E,2844,62,0.7,59,5.65,5.68,3.51
654,Ideal,I1,I,2844,61.5,1.01,57,6.45,6.46,3.97
655,Good,I1,I,2844,63.1,1.01,57,6.35,6.39,4.02
656,Ideal,VS2,H,2844,62.5,0.79,57,5.91,5.93,3.7
657,Very Good,VS2,E,2845,61.8,0.7,59,5.65,5.68,3.5
658,Very Good,VS2,E,2845,58.9,0.7,60,5.83,5.85,3.44
659,Good,VS2,H,2845,63.4,0.8,60,5.92,5.82,3.72
660,Premium,SI2,H,2845,59.3,1.27,61,7.12,7.05,4.2
661,Ideal,SI1,D,2846,61.5,0.79,56,5.96,5.91,3.65
662,Very Good,VS1,F,2846,60.2,0.72,59,5.79,5.84,3.5
663,Ideal,VVS2,H,2846,61.6,0.73,56,5.79,5.84,3.58
664,Fair,SI2,H,2846,65.4,1.01,59,6.3,6.26,4.11
665,Good,I1,H,2846,64.2,1.01,61,6.25,6.18,3.99
666,Ideal,SI1,E,2846,59.1,0.73,59,5.92,5.95,3.51
667,Ideal,SI1,E,2846,61.6,0.7,57,5.71,5.76,3.53
668,Good,VS2,F,2846,59.1,0.7,61,5.76,5.84,3.43
669,Premium,SI1,E,2846,62.9,0.77,59,5.84,5.79,3.66
670,Premium,VS2,G,2846,61.3,0.77,60,5.91,5.81,3.59
671,Premium,VS1,G,2846,61.4,0.77,58,5.94,5.89,3.63
672,Very Good,SI1,H,2847,61.2,0.84,57,6.1,6.12,3.74
673,Ideal,SI1,E,2847,60.3,0.72,57,5.83,5.85,3.52
674,Premium,SI1,D,2847,61.1,0.76,59,5.93,5.88,3.61
675,Very Good,VVS2,G,2848,62.9,0.7,59,5.61,5.68,3.55
676,Ideal,VVS2,D,2848,61.5,0.54,55,5.25,5.29,3.24
677,Fair,SI2,D,2848,64.6,0.75,57,5.74,5.72,3.7
678,Good,SI1,E,2849,64.1,0.79,54,5.86,5.84,3.75
679,Very Good,VS1,E,2849,63.1,0.74,58,5.75,5.73,3.62
680,Very Good,VS2,E,2850,61,0.7,60,5.74,5.77,3.51
681,Ideal,VS2,F,2850,60.8,0.7,59,5.69,5.79,3.49
682,Ideal,SI1,J,2850,61.5,0.75,56,5.83,5.87,3.6
683,Very Good,I1,H,2850,63.1,1.2,60,6.75,6.67,4.23
684,Very Good,SI1,F,2851,63.4,0.8,57,5.89,5.82,3.71
685,Ideal,VS1,D,2851,62.1,0.66,56,5.54,5.57,3.45
686,Very Good,SI2,F,2851,61,0.87,63,6.22,6.07,3.75
687,Premium,SI1,H,2851,62.7,0.86,59,6.04,5.98,3.77
688,Ideal,SI1,F,2851,61,0.74,57,5.85,5.81,3.56
689,Very Good,IF,E,2852,60.6,0.58,59,5.37,5.43,3.27
690,Ideal,VS1,I,2852,61.5,0.78,57,5.88,5.92,3.63
691,Ideal,SI1,G,2852,61.3,0.74,55,5.85,5.86,3.59
692,Ideal,SI1,E,2852,62.7,0.73,55,5.7,5.79,3.6
693,Very Good,SI1,I,2852,63.5,0.91,57,6.12,6.07,3.87
694,Premium,VS2,F,2853,62.6,0.71,58,5.67,5.7,3.56
695,Good,VS1,G,2853,63.5,0.71,55,5.64,5.66,3.59
696,Ideal,SI2,D,2853,62.8,0.79,57,5.9,5.85,3.69
697,Premium,SI2,D,2853,60,0.79,60,6.07,6.03,3.63
698,Premium,SI1,E,2853,62.7,0.71,58,5.73,5.66,3.57
699,Premium,VS1,I,2853,61.9,0.82,58,5.99,5.97,3.7
700,Very Good,VS1,H,2854,61.9,0.78,57.1,5.87,5.95,3.66
701,Very Good,VS1,E,2854,62.4,0.7,56,5.64,5.7,3.54
702,Premium,I1,H,2854,59.1,1.12,61,6.78,6.75,4
703,Premium,VS2,E,2854,62,0.73,57,5.86,5.76,3.6
704,Fair,VS2,J,2854,64.4,0.91,62,6.06,6.03,3.89
705,Fair,VS2,J,2854,65.4,0.91,60,6.04,6,3.94
706,Good,VS2,J,2854,64.2,0.91,58,6.12,6.09,3.92
707,Fair,SI1,H,2854,65.8,0.91,58,6.04,6.01,3.96
708,Premium,VS1,E,2854,58.4,0.7,59,5.91,5.83,3.43
709,Premium,VVS2,F,2854,61.7,0.68,57,5.67,5.64,3.49
710,Very Good,VS2,F,2855,62.5,0.73,57,5.7,5.75,3.58
711,Good,SI1,J,2855,63.6,1.03,57,6.38,6.29,4.03
712,Premium,VS2,D,2855,62.4,0.74,57,5.8,5.74,3.6
713,Fair,SI2,E,2855,53.3,0.98,67,6.82,6.74,3.61
714,Fair,SI1,I,2856,53,1.02,63,6.84,6.77,3.66
715,Fair,SI2,G,2856,67.8,1,61,5.96,5.9,4.02
716,Ideal,SI2,H,2856,61.6,1.02,55,6.49,6.43,3.98
717,Ideal,VVS2,F,2856,60.8,0.6,57,5.44,5.49,3.32
718,Ideal,SI2,G,2856,61.6,0.8,56,5.97,6.01,3.69
719,Ideal,I1,F,2856,60.7,0.97,56,6.43,6.41,3.9
720,Fair,SI1,I,2856,67.9,1,62,6.19,6.03,4.15
721,Ideal,VS1,E,556,62.3,0.26,57,4.05,4.08,2.53
722,Ideal,VS1,E,556,62.1,0.26,56,4.09,4.12,2.55
723,Ideal,SI1,H,556,61.9,0.36,55,4.57,4.59,2.83
724,Good,VS2,G,556,57.5,0.34,61,4.6,4.66,2.66
725,Good,SI1,E,556,63.3,0.34,57,4.44,4.47,2.82
726,Good,SI1,E,556,63.5,0.34,55,4.44,4.47,2.83
727,Good,SI1,E,556,63.4,0.34,55,4.44,4.46,2.82
728,Very Good,VS2,G,556,59.6,0.34,62,4.54,4.56,2.71
729,Ideal,SI1,E,556,62.2,0.34,54,4.47,4.5,2.79
730,Good,VS2,E,556,64.1,0.32,54,4.34,4.37,2.79
731,Ideal,VVS1,I,557,61.6,0.31,55,4.36,4.41,2.7
732,Ideal,VVS1,I,557,61.3,0.31,56,4.36,4.38,2.68
733,Ideal,VVS1,I,557,62.3,0.31,54,4.37,4.4,2.73
734,Ideal,VVS1,I,557,62,0.31,54,4.37,4.4,2.72
735,Ideal,VVS1,I,557,62.7,0.31,53,4.33,4.35,2.72
736,Ideal,VVS1,I,557,62.2,0.31,53,4.36,4.38,2.72
737,Ideal,VS2,G,557,62.2,0.31,53.6,4.32,4.35,2.7
738,Ideal,VS1,H,557,61.6,0.31,54.8,4.35,4.37,2.69
739,Ideal,VS1,H,557,61.8,0.31,54.2,4.33,4.37,2.69
740,Premium,SI2,G,557,59.4,0.33,59,4.52,4.5,2.68
741,Premium,SI2,F,557,62.3,0.33,58,4.43,4.4,2.75
742,Premium,SI2,G,557,62.6,0.33,58,4.42,4.4,2.76
743,Ideal,SI2,G,557,61.9,0.33,56,4.45,4.41,2.74
744,Premium,SI2,F,557,63,0.33,58,4.42,4.4,2.78
745,Premium,VS1,J,557,62.8,0.33,58,4.41,4.38,2.76
746,Premium,VS1,J,557,61.5,0.33,61,4.46,4.39,2.72
747,Ideal,VS1,J,557,62.1,0.33,55,4.44,4.41,2.75
748,Ideal,SI1,I,557,63,0.33,57,4.39,4.37,2.76
749,Good,SI1,I,557,63.6,0.33,53,4.43,4.4,2.81
750,Premium,SI1,I,557,60.4,0.33,59,4.54,4.5,2.73
751,Fair,SI2,H,2856,66.1,1,56,6.21,5.97,4.04
752,Premium,SI1,F,2856,60.8,0.77,59,5.92,5.86,3.58
